A,A_name,B,B_name,L_strict,L_loose,S_undir
Q000,鋼鐵,R000,軟體服務,0,0,0
Q000,鋼鐵,R300,電子商務,0,0,0
Q000,鋼鐵,S000,建材營造,0,1,7
Q000,鋼鐵,T000,交通運輸及航運,0,0,0
Q000,鋼鐵,U000,金融,0,0,0
Q000,鋼鐵,V000,貿易百貨,0,0,1
Q000,鋼鐵,W000,油電燃氣,0,0,0
Q000,鋼鐵,X000,其他,0,0,4
Q000,鋼鐵,Y000,文化創意,0,0,0
R000,軟體服務,1000,水泥,0,0,0
R000,軟體服務,2000,造紙,0,0,1
R000,軟體服務,3000,汽車,0,0,1
R000,軟體服務,4100,太空衛星科技,0,0,3
R000,軟體服務,5100,區塊鏈,0,0,5
R000,軟體服務,5200,金融科技,0,0,18
R000,軟體服務,5300,人工智慧,0,0,45
R000,軟體服務,5400,雲端運算,0,0,45
R000,軟體服務,5500,資通訊安全,0,0,28
R000,軟體服務,5600,大數據,0,0,44
R000,軟體服務,5700,體驗科技,0,0,8
R000,軟體服務,5800,運動科技,0,0,3
R000,軟體服務,6000,自動化,0,0,2
R000,軟體服務,B000,休閒娛樂,0,0,5
R000,軟體服務,C100,製藥,0,0,0
R000,軟體服務,C200,醫療器材,0,0,6
R000,軟體服務,C300,食品生技,0,0,0
R000,軟體服務,C400,再生醫療,0,0,0
R000,軟體服務,D000,半導體,0,0,12
R000,軟體服務,F000,電腦週邊,0,0,23
R000,軟體服務,G000,平面顯示器,0,0,6
R000,軟體服務,H000,觸控面板,0,0,2
R000,軟體服務,I000,通信網路,0,0,14
R000,軟體服務,J000,被動元件,0,0,2
R000,軟體服務,K000,連接器,0,0,2
R000,軟體服務,L000,印刷電路板,0,0,1
R000,軟體服務,M000,食品,0,0,0
R000,軟體服務,N000,石化及塑橡膠,0,0,0
R000,軟體服務,O000,紡織,0,0,0
R000,軟體服務,P000,電機機械,0,0,4
R000,軟體服務,Q000,鋼鐵,0,0,0
R000,軟體服務,R300,電子商務,0,0,22
R000,軟體服務,S000,建材營造,0,0,5
R000,軟體服務,T000,交通運輸及航運,0,0,0
R000,軟體服務,U000,金融,0,0,0
R000,軟體服務,V000,貿易百貨,0,0,4
R000,軟體服務,W000,油電燃氣,0,0,0
R000,軟體服務,X000,其他,0,0,15
R000,軟體服務,Y000,文化創意,0,0,4
R300,電子商務,1000,水泥,0,0,0
R300,電子商務,2000,造紙,0,0,0
R300,電子商務,3000,汽車,0,0,0
R300,電子商務,4100,太空衛星科技,0,0,1
R300,電子商務,5100,區塊鏈,0,0,3
R300,電子商務,5200,金融科技,0,0,15
R300,電子商務,5300,人工智慧,0,0,13
R300,電子商務,5400,雲端運算,0,0,15
R300,電子商務,5500,資通訊安全,0,0,9
R300,電子商務,5600,大數據,0,0,14
R300,電子商務,5700,體驗科技,0,0,2
R300,電子商務,5800,運動科技,0,0,1
R300,電子商務,6000,自動化,0,0,0
R300,電子商務,B000,休閒娛樂,0,0,3
R300,電子商務,C100,製藥,0,0,0
R300,電子商務,C200,醫療器材,0,0,3
R300,電子商務,C300,食品生技,0,0,2
R300,電子商務,C400,再生醫療,0,0,1
R300,電子商務,D000,半導體,0,0,1
R300,電子商務,F000,電腦週邊,0,0,7
R300,電子商務,G000,平面顯示器,0,0,2
R300,電子商務,H000,觸控面板,0,0,0
R300,電子商務,I000,通信網路,0,0,5
R300,電子商務,J000,被動元件,0,0,0
R300,電子商務,K000,連接器,0,0,1
R300,電子商務,L000,印刷電路板,0,0,1
R300,電子商務,M000,食品,0,0,1
R300,電子商務,N000,石化及塑橡膠,0,0,0
R300,電子商務,O000,紡織,0,0,0
R300,電子商務,P000,電機機械,0,0,1
R300,電子商務,Q000,鋼鐵,0,0,0
R300,電子商務,R000,軟體服務,0,0,22
R300,電子商務,S000,建材營造,0,0,2
R300,電子商務,T000,交通運輸及航運,0,0,0
R300,電子商務,U000,金融,0,0,0
R300,電子商務,V000,貿易百貨,0,0,4
R300,電子商務,W000,油電燃氣,0,0,0
R300,電子商務,X000,其他,0,0,3
R300,電子商務,Y000,文化創意,0,0,7
S000,建材營造,1000,水泥,0,1,3
S000,建材營造,2000,造紙,0,0,0
S000,建材營造,3000,汽車,0,1,3
S000,建材營造,4100,太空衛星科技,0,0,1
S000,建材營造,5100,區塊鏈,0,0,0
S000,建材營造,5200,金融科技,0,0,0
S000,建材營造,5300,人工智慧,0,0,3
S000,建材營造,5400,雲端運算,0,1,2
S000,建材營造,5500,資通訊安全,0,0,1
S000,建材營造,5600,大數據,0,0,1
S000,建材營造,5700,體驗科技,0,0,1
S000,建材營造,5800,運動科技,0,0,0
S000,建材營造,6000,自動化,0,0,0
S000,建材營造,B000,休閒娛樂,0,0,7
S000,建材營造,C100,製藥,0,0,0
S000,建材營造,C200,醫療器材,0,2,5
S000,建材營造,C300,食品生技,0,0,1
S000,建材營造,C400,再生醫療,0,0,0
S000,建材營造,D000,半導體,0,3,6
S000,建材營造,F000,電腦週邊,1,3,9
S000,建材營造,G000,平面顯示器,1,3,5
S000,建材營造,H000,觸控面板,0,0,2
S000,建材營造,I000,通信網路,0,0,5
S000,建材營造,J000,被動元件,0,1,2
S000,建材營造,K000,連接器,0,1,1
S000,建材營造,L000,印刷電路板,0,1,3
S000,建材營造,M000,食品,0,2,4
S000,建材營造,N000,石化及塑橡膠,0,1,3
S000,建材營造,O000,紡織,0,3,3
S000,建材營造,P000,電機機械,1,2,11
S000,建材營造,Q000,鋼鐵,0,0,7
S000,建材營造,R000,軟體服務,0,0,5
S000,建材營造,R300,電子商務,0,0,2
S000,建材營造,T000,交通運輸及航運,0,0,2
S000,建材營造,U000,金融,0,0,1
S000,建材營造,V000,貿易百貨,1,2,6
S000,建材營造,W000,油電燃氣,0,0,0
S000,建材營造,X000,其他,0,0,17
S000,建材營造,Y000,文化創意,0,0,2
T000,交通運輸及航運,1000,水泥,0,0,1
T000,交通運輸及航運,2000,造紙,0,0,0
T000,交通運輸及航運,3000,汽車,0,0,0
T000,交通運輸及航運,4100,太空衛星科技,0,0,0
T000,交通運輸及航運,5100,區塊鏈,0,0,0
T000,交通運輸及航運,5200,金融科技,0,0,0
T000,交通運輸及航運,5300,人工智慧,0,0,0
T000,交通運輸及航運,5400,雲端運算,0,0,0
T000,交通運輸及航運,5500,資通訊安全,0,0,1
T000,交通運輸及航運,5600,大數據,0,0,0
T000,交通運輸及航運,5700,體驗科技,0,0,0
T000,交通運輸及航運,5800,運動科技,0,0,0
T000,交通運輸及航運,6000,自動化,0,0,0
T000,交通運輸及航運,B000,休閒娛樂,0,0,0
T000,交通運輸及航運,C100,製藥,0,0,0
T000,交通運輸及航運,C200,醫療器材,0,0,2
T000,交通運輸及航運,C300,食品生技,0,0,0
T000,交通運輸及航運,C400,再生醫療,0,0,0
T000,交通運輸及航運,D000,半導體,0,0,1
T000,交通運輸及航運,F000,電腦週邊,0,0,0
T000,交通運輸及航運,G000,平面顯示器,0,0,0
T000,交通運輸及航運,H000,觸控面板,0,0,0
T000,交通運輸及航運,I000,通信網路,0,0,1
T000,交通運輸及航運,J000,被動元件,0,0,0
T000,交通運輸及航運,K000,連接器,0,0,0
T000,交通運輸及航運,L000,印刷電路板,0,0,0
T000,交通運輸及航運,M000,食品,0,0,1
T000,交通運輸及航運,N000,石化及塑橡膠,0,0,0
T000,交通運輸及航運,O000,紡織,0,0,0
T000,交通運輸及航運,P000,電機機械,0,0,1
T000,交通運輸及航運,Q000,鋼鐵,0,0,0
T000,交通運輸及航運,R000,軟體服務,0,0,0
T000,交通運輸及航運,R300,電子商務,0,0,0
T000,交通運輸及航運,S000,建材營造,0,0,2
T000,交通運輸及航運,U000,金融,0,0,1
T000,交通運輸及航運,V000,貿易百貨,0,0,2
T000,交通運輸及航運,W000,油電燃氣,0,0,1
T000,交通運輸及航運,X000,其他,0,0,4
T000,交通運輸及航運,Y000,文化創意,0,0,0
U000,金融,1000,水泥,0,0,1
U000,金融,2000,造紙,0,0,0
U000,金融,3000,汽車,0,0,0
U000,金融,4100,太空衛星科技,0,0,0
U000,金融,5100,區塊鏈,0,0,0
U000,金融,5200,金融科技,0,0,2
U000,金融,5300,人工智慧,0,0,0
U000,金融,5400,雲端運算,0,0,0
U000,金融,5500,資通訊安全,0,0,0
U000,金融,5600,大數據,0,0,0
U000,金融,5700,體驗科技,0,0,0
U000,金融,5800,運動科技,0,0,0
U000,金融,6000,自動化,0,0,0
U000,金融,B000,休閒娛樂,0,0,0
U000,金融,C100,製藥,0,0,0
U000,金融,C200,醫療器材,0,0,0
U000,金融,C300,食品生技,0,0,0
U000,金融,C400,再生醫療,0,0,0
U000,金融,D000,半導體,0,0,0
U000,金融,F000,電腦週邊,0,0,0
U000,金融,G000,平面顯示器,0,0,0
U000,金融,H000,觸控面板,0,0,0
U000,金融,I000,通信網路,0,0,0
U000,金融,J000,被動元件,0,0,0
U000,金融,K000,連接器,0,0,0
U000,金融,L000,印刷電路板,0,0,0
U000,金融,M000,食品,0,0,0
U000,金融,N000,石化及塑橡膠,0,0,0
U000,金融,O000,紡織,0,0,0
U000,金融,P000,電機機械,0,0,0
U000,金融,Q000,鋼鐵,0,0,0
U000,金融,R000,軟體服務,0,0,0
U000,金融,R300,電子商務,0,0,0
U000,金融,S000,建材營造,0,0,1
U000,金融,T000,交通運輸及航運,0,0,1
U000,金融,V000,貿易百貨,0,0,0
U000,金融,W000,油電燃氣,0,0,0
U000,金融,X000,其他,0,0,1
U000,金融,Y000,文化創意,0,0,0
V000,貿易百貨,1000,水泥,0,0,0
V000,貿易百貨,2000,造紙,0,0,0
V000,貿易百貨,3000,汽車,0,0,1
V000,貿易百貨,4100,太空衛星科技,0,0,0
V000,貿易百貨,5100,區塊鏈,0,0,0
V000,貿易百貨,5200,金融科技,0,0,0
V000,貿易百貨,5300,人工智慧,0,0,0
V000,貿易百貨,5400,雲端運算,0,0,0
V000,貿易百貨,5500,資通訊安全,0,0,0
V000,貿易百貨,5600,大數據,0,0,0
V000,貿易百貨,5700,體驗科技,0,0,0
V000,貿易百貨,5800,運動科技,0,0,0
V000,貿易百貨,6000,自動化,0,0,0
V000,貿易百貨,B000,休閒娛樂,0,0,5
V000,貿易百貨,C100,製藥,0,0,0
V000,貿易百貨,C200,醫療器材,0,2,4
V000,貿易百貨,C300,食品生技,2,2,2
V000,貿易百貨,C400,再生醫療,0,0,0
V000,貿易百貨,D000,半導體,0,3,4
V000,貿易百貨,F000,電腦週邊,4,4,8
V000,貿易百貨,G000,平面顯示器,1,2,3
V000,貿易百貨,H000,觸控面板,0,0,0
V000,貿易百貨,I000,通信網路,0,0,2
V000,貿易百貨,J000,被動元件,0,2,2
V000,貿易百貨,K000,連接器,0,0,0
V000,貿易百貨,L000,印刷電路板,0,2,2
V000,貿易百貨,M000,食品,5,7,7
V000,貿易百貨,N000,石化及塑橡膠,0,0,1
V000,貿易百貨,O000,紡織,0,1,4
V000,貿易百貨,P000,電機機械,2,2,5
V000,貿易百貨,Q000,鋼鐵,0,0,1
V000,貿易百貨,R000,軟體服務,0,0,4
V000,貿易百貨,R300,電子商務,0,0,4
V000,貿易百貨,S000,建材營造,2,6,6
V000,貿易百貨,T000,交通運輸及航運,0,0,2
V000,貿易百貨,U000,金融,0,0,0
V000,貿易百貨,W000,油電燃氣,0,0,0
V000,貿易百貨,X000,其他,0,0,9
V000,貿易百貨,Y000,文化創意,0,0,5
W000,油電燃氣,1000,水泥,0,0,0
W000,油電燃氣,2000,造紙,0,0,0
W000,油電燃氣,3000,汽車,0,0,0
W000,油電燃氣,4100,太空衛星科技,0,0,0
W000,油電燃氣,5100,區塊鏈,0,0,0
W000,油電燃氣,5200,金融科技,0,0,0
W000,油電燃氣,5300,人工智慧,0,0,0
W000,油電燃氣,5400,雲端運算,0,0,0
W000,油電燃氣,5500,資通訊安全,0,0,0
W000,油電燃氣,5600,大數據,0,0,0
W000,油電燃氣,5700,體驗科技,0,0,0
W000,油電燃氣,5800,運動科技,0,0,0
W000,油電燃氣,6000,自動化,0,0,0
W000,油電燃氣,B000,休閒娛樂,0,0,0
W000,油電燃氣,C100,製藥,0,0,0
W000,油電燃氣,C200,醫療器材,0,0,0
W000,油電燃氣,C300,食品生技,0,0,0
W000,油電燃氣,C400,再生醫療,0,0,0
W000,油電燃氣,D000,半導體,0,0,1
W000,油電燃氣,F000,電腦週邊,0,0,0
W000,油電燃氣,G000,平面顯示器,0,0,0
W000,油電燃氣,H000,觸控面板,0,0,0
W000,油電燃氣,I000,通信網路,0,0,0
W000,油電燃氣,J000,被動元件,0,0,0
W000,油電燃氣,K000,連接器,0,0,0
W000,油電燃氣,L000,印刷電路板,0,0,0
W000,油電燃氣,M000,食品,0,0,0
W000,油電燃氣,N000,石化及塑橡膠,0,0,2
W000,油電燃氣,O000,紡織,0,0,1
W000,油電燃氣,P000,電機機械,0,0,0
W000,油電燃氣,Q000,鋼鐵,0,0,0
W000,油電燃氣,R000,軟體服務,0,0,0
W000,油電燃氣,R300,電子商務,0,0,0
W000,油電燃氣,S000,建材營造,0,0,0
W000,油電燃氣,T000,交通運輸及航運,0,0,1
W000,油電燃氣,U000,金融,0,0,0
W000,油電燃氣,V000,貿易百貨,0,0,0
W000,油電燃氣,X000,其他,0,0,0
W000,油電燃氣,Y000,文化創意,0,0,0
X000,其他,1000,水泥,0,0,1
X000,其他,2000,造紙,0,0,2
X000,其他,3000,汽車,0,0,12
X000,其他,4100,太空衛星科技,0,0,1
X000,其他,5100,區塊鏈,0,0,1
X000,其他,5200,金融科技,0,0,2
X000,其他,5300,人工智慧,0,0,13
X000,其他,5400,雲端運算,0,0,12
X000,其他,5500,資通訊安全,0,0,6
X000,其他,5600,大數據,0,0,7
X000,其他,5700,體驗科技,0,0,6
X000,其他,5800,運動科技,0,0,7
X000,其他,6000,自動化,0,0,3
X000,其他,B000,休閒娛樂,0,0,6
X000,其他,C100,製藥,0,0,2
X000,其他,C200,醫療器材,0,0,19
X000,其他,C300,食品生技,0,0,4
X000,其他,C400,再生醫療,0,0,1
X000,其他,D000,半導體,0,0,34
X000,其他,F000,電腦週邊,0,0,33
X000,其他,G000,平面顯示器,0,0,27
X000,其他,H000,觸控面板,0,0,9
X000,其他,I000,通信網路,0,0,22
X000,其他,J000,被動元件,0,0,5
X000,其他,K000,連接器,0,0,5
X000,其他,L000,印刷電路板,0,0,8
X000,其他,M000,食品,0,0,7
X000,其他,N000,石化及塑橡膠,0,0,13
X000,其他,O000,紡織,0,0,8
X000,其他,P000,電機機械,0,0,13
X000,其他,Q000,鋼鐵,0,0,4
X000,其他,R000,軟體服務,0,0,15
X000,其他,R300,電子商務,0,0,3
X000,其他,S000,建材營造,0,0,17
X000,其他,T000,交通運輸及航運,0,0,4
X000,其他,U000,金融,0,0,1
X000,其他,V000,貿易百貨,0,0,9
X000,其他,W000,油電燃氣,0,0,0
X000,其他,Y000,文化創意,0,0,12
Y000,文化創意,1000,水泥,0,0,0
Y000,文化創意,2000,造紙,0,0,0
Y000,文化創意,3000,汽車,0,0,0
Y000,文化創意,4100,太空衛星科技,0,0,0
Y000,文化創意,5100,區塊鏈,0,0,2
Y000,文化創意,5200,金融科技,0,0,1
Y000,文化創意,5300,人工智慧,0,0,3
Y000,文化創意,5400,雲端運算,0,0,0
Y000,文化創意,5500,資通訊安全,0,0,0
Y000,文化創意,5600,大數據,0,0,2
Y000,文化創意,5700,體驗科技,0,0,4
Y000,文化創意,5800,運動科技,0,0,1
Y000,文化創意,6000,自動化,0,0,0
Y000,文化創意,B000,休閒娛樂,0,0,15
Y000,文化創意,C100,製藥,0,0,0
Y000,文化創意,C200,醫療器材,0,0,1
Y000,文化創意,C300,食品生技,0,0,2
Y000,文化創意,C400,再生醫療,0,0,0
Y000,文化創意,D000,半導體,0,0,0
Y000,文化創意,F000,電腦週邊,0,0,2
Y000,文化創意,G000,平面顯示器,0,0,0
Y000,文化創意,H000,觸控面板,0,0,0
Y000,文化創意,I000,通信網路,0,0,2
Y000,文化創意,J000,被動元件,0,0,0
Y000,文化創意,K000,連接器,0,0,0
Y000,文化創意,L000,印刷電路板,0,0,0
Y000,文化創意,M000,食品,0,0,1
Y000,文化創意,N000,石化及塑橡膠,0,0,0
Y000,文化創意,O000,紡織,0,0,0
Y000,文化創意,P000,電機機械,0,0,0
Y000,文化創意,Q000,鋼鐵,0,0,0
Y000,文化創意,R000,軟體服務,0,0,4
Y000,文化創意,R300,電子商務,0,0,7
Y000,文化創意,S000,建材營造,0,0,2
Y000,文化創意,T000,交通運輸及航運,0,0,0
Y000,文化創意,U000,金融,0,0,0
Y000,文化創意,V000,貿易百貨,0,0,5
Y000,文化創意,W000,油電燃氣,0,0,0
Y000,文化創意,X000,其他,0,0,12
