n,ann_ret,ann_vol,sharpe,max_dd,ann_alpha,t_alpha,beta,target,predictor,smooth_N,hold_K,cost_rt,avg_daily_turn,ann_turn
4668,0.11961048775929516,0.13247886232544148,0.9028646959955434,-0.3323276100464613,0.07003575168134789,2.230172926199818,0.4058353269508653,G_md,A_G_up,20,5,0.01,0.04884318766066838,12.30848329048843
4663,0.1816551967491488,0.13569009381081815,1.3387506165513903,-0.286449230102931,0.12817341212520528,4.219640637290731,0.4384531230228058,G_md,A_G_up,20,10,0.0,0.03345485738794767,8.430624061762813
4663,0.16900926065650454,0.13576594038995374,1.2448575848336314,-0.2992239315877996,0.11548737418737128,3.750059364252489,0.43878188503750076,G_md,A_G_up,20,10,0.003,0.03345485738794767,8.430624061762813
4663,0.16057863659474172,0.1358914728531864,1.1816682329157377,-0.3076235604156031,0.10703001556214858,3.442999230424746,0.439001059713964,G_md,A_G_up,20,10,0.005,0.03345485738794767,8.430624061762813
4663,0.1479327005020975,0.136191809061147,1.0862084990418117,-0.32005007790766393,0.09434397762431457,2.9916837131587326,0.439329821728659,G_md,A_G_up,20,10,0.008,0.03345485738794767,8.430624061762813
4663,0.13950207644033472,0.1364663413176583,1.0222453030788743,-0.32822048438308427,0.08588661899909186,2.6971197230337665,0.43954899640512224,G_md,A_G_up,20,10,0.01,0.03345485738794767,8.430624061762813
4653,0.16452372780591776,0.13934928126512808,1.1806571681765075,-0.3903630046326142,0.10784582617083135,3.2917057132043746,0.46829060107607784,G_md,A_G_up,20,20,0.0,0.020631850419084462,5.199226305609284
4653,0.15672488834750387,0.13935242957556362,1.1246656324891708,-0.40660136251786094,0.10005322765114885,3.023827154773061,0.46823903648272636,G_md,A_G_up,20,20,0.003,0.020631850419084462,5.199226305609284
4653,0.15152566204189458,0.1394002052234205,1.0869830628946366,-0.41719905044623096,0.09485816197136054,2.847714662287909,0.4682046600871588,G_md,A_G_up,20,20,0.005,0.020631850419084462,5.199226305609284
4653,0.14372682258348066,0.13954029002401114,1.030002320897779,-0.43280030650395496,0.08706556345167803,2.5873329276202512,0.4681530954938074,G_md,A_G_up,20,20,0.008,0.020631850419084462,5.199226305609284
4653,0.1385275962778714,0.13967918736806728,0.9917554568300764,-0.44351457026901664,0.08187049777188975,2.4163076001739094,0.46811871909823977,G_md,A_G_up,20,20,0.01,0.020631850419084462,5.199226305609284
4672,0.2652785742580624,0.13843536951598104,1.9162629838427132,-0.3296169610201086,0.2102134222395456,8.356848669670727,0.45813391849624,G_md,B_GA00,1,1,0.0,0.4456335616438356,112.29965753424658
4672,0.09682908795669248,0.13951310106794745,0.6940501445060243,-0.4200608597645673,0.04158731427342002,1.5491444573234556,0.4596033846177301,G_md,B_GA00,1,1,0.003,0.4456335616438356,112.29965753424658
4672,-0.015470569577554086,0.1407809616044972,-0.10989106340256652,-0.6109611858010797,-0.07083009103733044,-2.5207071357676885,0.46058302869872314,G_md,B_GA00,1,1,0.005,0.4456335616438356,112.29965753424658
4672,-0.18392005587892396,0.1434776869613969,-1.281872183571012,-0.9795085424348416,-0.23945619900345608,-7.945115617108185,0.462052494820214,G_md,B_GA00,1,1,0.008,0.4456335616438356,112.29965753424658
4672,-0.2962197134131706,0.1457825877203513,-2.0319279417744776,-0.9973200064968225,-0.3518736043142064,-11.139381657536603,0.46303213890120715,G_md,B_GA00,1,1,0.01,0.4456335616438356,112.29965753424658
4668,0.1324958504363529,0.13665268558543903,0.9695810211758543,-0.46893288201173045,0.0773430423909204,2.889977414445997,0.45149928484103835,G_md,B_GA00,1,5,0.0,0.10239931448157669,25.804627249357324
4668,0.09378890956231692,0.13647918688474292,0.6872030212307898,-0.502843986992513,0.03875155881458402,1.426076821168791,0.4505541128871805,G_md,B_GA00,1,5,0.003,0.10239931448157669,25.804627249357324
4668,0.06798428231295958,0.13657559983867198,0.49777765862471096,-0.5242658670283422,0.0130239030970264,0.4740182463610479,0.44992399825127477,G_md,B_GA00,1,5,0.005,0.10239931448157669,25.804627249357324
4668,0.029277341438923597,0.13703744215360542,0.2136448329654796,-0.5547173440235615,-0.02556758047930996,-0.9141513540191456,0.4489788262974167,G_md,B_GA00,1,5,0.008,0.10239931448157669,25.804627249357324
4668,0.0034727141895662646,0.13755516217519137,0.025245975030318297,-0.5747077010478291,-0.05129523619686752,-1.8110762000194076,0.4483487116615113,G_md,B_GA00,1,5,0.01,0.10239931448157669,25.804627249357324
4663,0.14130289365432486,0.13623062814294654,1.0372329305129242,-0.332129873840743,0.08719955856169324,3.2327916737461475,0.44354870362148746,G_md,B_GA00,1,10,0.0,0.04524983915933948,11.402959468153549
